,ITEM_CODE,CATEGORY_NAME,ITEM_NAME,SUB_CATEGORY_NAME,A1_ITEM_CODE,Retailer Item Code,Description,A1_RET_ITEM_CODE,A1 Item Description,Visits(Base Item and A1 Purchased)#,Visits(Base Item and A1 Purchased)%,A1_ITEM_NAME,STANDARD_UPC,RETAILER_ITEM_CODE,CATEGORY_ID,SUB_CATEGORY_ID,UPC,TITLE,DETAILED_DESCRIPTION
4725202,21215,BEER / WINE / ALCOHOL BEV.,4073L HENDRICK'S GIN,LIQUOR - GINS,114930,1201101178,4073L HENDRICK'S GIN,1200996377,4870B IL TRAMONTO LIMONCELLO,1,50,4870B IL TRAMONTO LIMONCELLO,NA,NA,NA,NA,NA,NA,NA
4725203,21215,BEER / WINE / ALCOHOL BEV.,4073L HENDRICK'S GIN,LIQUOR - GINS,124629,1201101178,4073L HENDRICK'S GIN,1200615096,9674L WOODFORD RESERVE,1,50,9674L WOODFORD RESERVE,NA,NA,NA,NA,NA,NA,NA
4725204,21215,BEER / WINE / ALCOHOL BEV.,4073L HENDRICK'S GIN,LIQUOR - GINS,167146,1201101178,4073L HENDRICK'S GIN,506776000,5054B JAGERMEISTER,2,100,5054B JAGERMEISTER,NA,NA,NA,NA,NA,NA,NA
4740950,21272,BEER / WINE / ALCOHOL BEV.,DEBONNE MOSCATO RIESLING,WINE - REGIONALS,105118,1201532369,DEBONNE MOSCATO RIESLING,1200455526,GM CHEERIOS,1,100,GM CHEERIOS,NA,NA,NA,NA,NA,NA,NA
4740952,21272,BEER / WINE / ALCOHOL BEV.,DEBONNE MOSCATO RIESLING,WINE - REGIONALS,108145,1201532369,DEBONNE MOSCATO RIESLING,1201212922,SWEETARTS THEATER,1,100,SWEETARTS THEATER,NA,NA,NA,NA,NA,NA,NA
4740954,21272,BEER / WINE / ALCOHOL BEV.,DEBONNE MOSCATO RIESLING,WINE - REGIONALS,10950,1201532369,DEBONNE MOSCATO RIESLING,1200162477,STONEWALL RSTD ONION N GARLIC,1,100,STONEWALL RSTD ONION N GARLIC,NA,NA,NA,NA,NA,NA,NA
4740955,21272,BEER / WINE / ALCOHOL BEV.,DEBONNE MOSCATO RIESLING,WINE - REGIONALS,10977,1201532369,DEBONNE MOSCATO RIESLING,428368000,KEEB TOASTED MEDLEY,1,100,KEEB TOASTED MEDLEY,NA,NA,NA,NA,NA,NA,NA
4796193,21328,BEER / WINE / ALCOHOL BEV.,NAPA CELLARS PINOT NOIR,WINE - PINOT NOIR,12379,1200867799,NAPA CELLARS PINOT NOIR,8921005,ONIONS FM YELLOW 3 LB(204157),2,100,FUN LOOM,NA,NA,NA,NA,NA,NA,NA
4796211,21345,BEER / WINE / ALCOHOL BEV.,CASTELLO DEL POGGIO SWT ROSE,WINE - BLUSH WINES,103089,1201249191,CASTELLO DEL POGGIO SWT ROSE,267146739,F.EXPRESS: HEARTS OF ROMAINE,1,100,F.EXPRESS: HEARTS OF ROMAINE,NA,NA,NA,NA,NA,NA,NA
4796215,21345,BEER / WINE / ALCOHOL BEV.,CASTELLO DEL POGGIO SWT ROSE,WINE - BLUSH WINES,106841,1201249191,CASTELLO DEL POGGIO SWT ROSE,1200138146,SIMILAC NEOSURE RTF,1,100,SIMILAC NEOSURE RTF,NA,NA,NA,NA,NA,NA,NA
4796216,21345,BEER / WINE / ALCOHOL BEV.,CASTELLO DEL POGGIO SWT ROSE,WINE - BLUSH WINES,111090,1201249191,CASTELLO DEL POGGIO SWT ROSE,1200796498,JUMBO PUSH POPS,1,100,JUMBO PUSH POPS,NA,NA,NA,NA,NA,NA,NA
4796218,21345,BEER / WINE / ALCOHOL BEV.,CASTELLO DEL POGGIO SWT ROSE,WINE - BLUSH WINES,111345,1201249191,CASTELLO DEL POGGIO SWT ROSE,1201326327,2# GAHR'S LOAF MIX,1,100,2# GAHR'S LOAF MIX,NA,NA,NA,NA,NA,NA,NA
4798877,21359,BEER / WINE / ALCOHOL BEV.,28D ABSOLUTE CITRON,LIQUOR - VODKA,239624,957213844,28D ABSOLUTE CITRON,682218282,9012D SKYY VODKA,2,50,9012D SKYY VODKA,NA,NA,NA,NA,NA,NA,NA
4798878,21359,BEER / WINE / ALCOHOL BEV.,28D ABSOLUTE CITRON,LIQUOR - VODKA,40612,957213844,28D ABSOLUTE CITRON,9001473,CROWN ROYAL 750ML(285062),2,50,AUTO ROUND-UP,NA,NA,NA,NA,NA,NA,NA
4799992,21376,SEASONAL/PARTY/TOYS/CARDS,CARD BRTHDAY SHOEBOX,HALLMARK CLASSIC,114775,8933161,CAYMUS CONUNDRUM 750ML(287701),492939713,BEEF LN T-BONE STEAK,2,100,BEEF LN T-BONE STEAK,NA,NA,NA,NA,NA,NA,NA
4800016,21376,SEASONAL/PARTY/TOYS/CARDS,CARD BRTHDAY SHOEBOX,HALLMARK CLASSIC,115046,8933161,CAYMUS CONUNDRUM 750ML(287701),597000934,POT YUKON GOLD 5 LB,2,100,POT YUKON GOLD 5 LB,NA,NA,NA,NA,NA,NA,NA
4803095,21417,BEER / WINE / ALCOHOL BEV.,3515B GEORGE DICKEL #8,LIQUOR - WHISKEY,112655,505204000,3515B GEORGE DICKEL #8,1201154277,6718D NEW AMSTERDAM VODKA,1,100,6718D NEW AMSTERDAM VODKA,NA,NA,NA,NA,NA,NA,NA
4803097,21417,BEER / WINE / ALCOHOL BEV.,3515B GEORGE DICKEL #8,LIQUOR - WHISKEY,131896,505204000,3515B GEORGE DICKEL #8,1201001778,1503B BULLEIT 95 RYE,1,100,1503B BULLEIT 95 RYE,NA,NA,NA,NA,NA,NA,NA
4803098,21417,BEER / WINE / ALCOHOL BEV.,3515B GEORGE DICKEL #8,LIQUOR - WHISKEY,132574,505204000,3515B GEORGE DICKEL #8,505468000,512L BACARDI GOLD,1,100,512L BACARDI GOLD,NA,NA,NA,NA,NA,NA,NA
4803099,21417,BEER / WINE / ALCOHOL BEV.,3515B GEORGE DICKEL #8,LIQUOR - WHISKEY,151656,505204000,3515B GEORGE DICKEL #8,700073308,7729L PARAMOUNT AMARETTO,1,100,7729L PARAMOUNT AMARETTO,NA,NA,NA,NA,NA,NA,NA
4807456,21466,BEER / WINE / ALCOHOL BEV.,2944B EVAN WILLIAMS CHERRY RES,LIQUOR - WHISKEY,12980,1200937526,2944B EVAN WILLIAMS CHERRY RES,1200412157,920D BLACK VELVET RESERVE,1,100,920D BLACK VELVET RESERVE,NA,NA,NA,NA,NA,NA,NA
4807457,21466,BEER / WINE / ALCOHOL BEV.,2944B EVAN WILLIAMS CHERRY RES,LIQUOR - WHISKEY,134990,1200937526,2944B EVAN WILLIAMS CHERRY RES,1200513966,57F ABSOLUT,1,100,57F ABSOLUT,NA,NA,NA,NA,NA,NA,NA
4807458,21466,BEER / WINE / ALCOHOL BEV.,2944B EVAN WILLIAMS CHERRY RES,LIQUOR - WHISKEY,14043,1200937526,2944B EVAN WILLIAMS CHERRY RES,1200146084,6391M MCCORMICK VODKA,1,100,6391M MCCORMICK VODKA,NA,NA,NA,NA,NA,NA,NA
4807459,21466,BEER / WINE / ALCOHOL BEV.,2944B EVAN WILLIAMS CHERRY RES,LIQUOR - WHISKEY,148167,1200937526,2944B EVAN WILLIAMS CHERRY RES,331231613,5054D JAGERMEISTER,1,100,5054D JAGERMEISTER,NA,NA,NA,NA,NA,NA,NA
4841060,21747,BALLOONS,BAG BALLOON DELIVERY LIGHT,BALLOONS,123215,8928200,OLAY TE CREAM(222357),4828000,KR PHILA CRM CHS BRICK,2,100,KR PHILA CRM CHS BRICK,NA,NA,NA,NA,NA,NA,NA
4841178,21749,SEASONAL/PARTY/TOYS/CARDS,NAPKIN BEV WORLD OF CARS,EVERYDAY PARTYWARE,103089,8944309,GARNIER NUTRTNST ULT LIFT PRO(195077),267146739,F.EXPRESS: HEARTS OF ROMAINE,1,100,F.EXPRESS: HEARTS OF ROMAINE,NA,NA,NA,NA,NA,NA,NA
4841186,21749,SEASONAL/PARTY/TOYS/CARDS,NAPKIN BEV WORLD OF CARS,EVERYDAY PARTYWARE,108508,8944309,GARNIER NUTRTNST ULT LIFT PRO(195077),637489091,LOCATELLI PECORINO ROMANO-CD,1,100,LOCATELLI PECORINO ROMANO-CD,NA,NA,NA,NA,NA,NA,NA
4841198,21749,SEASONAL/PARTY/TOYS/CARDS,NAPKIN BEV WORLD OF CARS,EVERYDAY PARTYWARE,108632,8944309,GARNIER NUTRTNST ULT LIFT PRO(195077),1201226211,BM WHOLE MILK RICOTTA CHS,1,100,BM WHOLE MILK RICOTTA CHS,NA,NA,NA,NA,NA,NA,NA
4841214,21749,SEASONAL/PARTY/TOYS/CARDS,NAPKIN BEV WORLD OF CARS,EVERYDAY PARTYWARE,109214,8944309,GARNIER NUTRTNST ULT LIFT PRO(195077),780148000,BONTERRA ORGANIC CABERNET,1,100,BONTERRA ORGANIC CABERNET,NA,NA,NA,NA,NA,NA,NA
4841222,21750,ACCESSORY GIFT ITEMS,SMALL HEART,ACCESSORY GIFT ITEMS,103312,8920168,NEUT LTN(222365),526000070,CHICKN GE 806 SPLIT BREAST USA,1,100,CHICKN GE 806 SPLIT BREAST USA,NA,NA,NA,NA,NA,NA,NA
4841238,21750,ACCESSORY GIFT ITEMS,SMALL HEART,ACCESSORY GIFT ITEMS,113737,8920168,NEUT LTN(222365),946000667,HORMEL PEPPERONI SLICERS,1,100,HORMEL PEPPERONI SLICERS,NA,NA,NA,NA,NA,NA,NA
4841254,21750,ACCESSORY GIFT ITEMS,SMALL HEART,ACCESSORY GIFT ITEMS,11490,8920168,NEUT LTN(222365),678997122,BM HOMO PLASTIC PL 13896,1,100,BM HOMO PLASTIC PL 13896,NA,NA,NA,NA,NA,NA,NA
4854814,21810,BEER / WINE / ALCOHOL BEV.,BENZIGER CARNEROS CHARDONNAY,WINE - PREMIUM CHARDONNAY,12303,899746407,BENZIGER CARNEROS CHARDONNAY,8925491,BLUE BONNET QUARTERS 1 LB(10234),2,100,THOMAS & F-BIRTHDAY,NA,NA,NA,NA,NA,NA,NA
4854823,21810,BEER / WINE / ALCOHOL BEV.,BENZIGER CARNEROS CHARDONNAY,WINE - PREMIUM CHARDONNAY,13043,899746407,BENZIGER CARNEROS CHARDONNAY,8921618,MARZETTI 16 OZ DRESSING (#1)(1902),2,100,CARD BRTHDAY SINC,NA,NA,NA,NA,NA,NA,NA
4856183,21823,SEASONAL/PARTY/TOYS/CARDS,CARD LOVE BETWEEN YOU & ME,HALLMARK CLASSIC,12379,8921944,SKINNYGIRL 750 ML(265688),8921005,ONIONS FM YELLOW 3 LB(204157),3,100,FUN LOOM,NA,NA,NA,NA,NA,NA,NA
4856219,21823,SEASONAL/PARTY/TOYS/CARDS,CARD LOVE BETWEEN YOU & ME,HALLMARK CLASSIC,12979,8921944,SKINNYGIRL 750 ML(265688),8924843,HVR 1 OZ. PARTY DIP(2213),3,100,CARD ANNIVER CROWN,NA,NA,NA,NA,NA,NA,NA
4858416,21833,BAKERY,TRUFFLE BIG WIG,CONFECT - PLU & CANDY CASE,105118,8928319,AARONS MINUTE STEAK(223468),1200455526,GM CHEERIOS,1,100,GM CHEERIOS,NA,NA,NA,NA,NA,NA,NA
4858417,21833,BAKERY,TRUFFLE BIG WIG,CONFECT - PLU & CANDY CASE,105132,8928319,AARONS MINUTE STEAK(223468),1201537466,TISSUE 8SHT,1,100,TISSUE 8SHT,NA,NA,NA,NA,NA,NA,NA
4858419,21833,BAKERY,TRUFFLE BIG WIG,CONFECT - PLU & CANDY CASE,10647,8928319,AARONS MINUTE STEAK(223468),1201730934,TV GUIDE (PARENT),1,100,TV GUIDE (PARENT),NA,NA,NA,NA,NA,NA,NA
4871721,21885,BEER / WINE / ALCOHOL BEV.,8288B PLAYERS MAND,LIQUOR - VODKA,12366,8946179,CALIFORNIA OLIVE OIL(263900),8922483,BM FRUITION FLVD WATER 1 LT(2481),2,100,CARD MDAY,NA,NA,NA,NA,NA,NA,NA
4871743,21885,BEER / WINE / ALCOHOL BEV.,8288B PLAYERS MAND,LIQUOR - VODKA,14678,8946179,CALIFORNIA OLIVE OIL(263900),8937816,LEEKS(5456),2,100,FOREST MARBLE RECT BOARD SM,NA,NA,NA,NA,NA,NA,NA
4875527,21934,SEASONAL/PARTY/TOYS/CARDS,CARD BRTHDAY SPN BEST OF BDAY,HALLMARK SINCEREMENTE,11669,8942394,ITS A 10 HAIR CARE(230854),56008000,FRNCH YELLOW SQZ MUSTARD,1,100,FRNCH YELLOW SQZ MUSTARD,NA,NA,NA,NA,NA,NA,NA
4875539,21934,SEASONAL/PARTY/TOYS/CARDS,CARD BRTHDAY SPN BEST OF BDAY,HALLMARK SINCEREMENTE,12339,8942394,ITS A 10 HAIR CARE(230854),8930115,PHILA SOFT CREAM CHEESE 16Z(281893),1,100,DUMMY ITEM,NA,NA,NA,NA,NA,NA,NA
4875551,21934,SEASONAL/PARTY/TOYS/CARDS,CARD BRTHDAY SPN BEST OF BDAY,HALLMARK SINCEREMENTE,12340,8942394,ITS A 10 HAIR CARE(230854),8927242,KR SOFT CREAM CHEESE 12 0Z(43314),1,100,TRIDENT ORIGINAL VALU PK,NA,NA,NA,NA,NA,NA,NA
4880327,22013,BEER / WINE / ALCOHOL BEV.,R STRONG SON SAUV BLANC CHARLT,WINE - PREMIUM SAUVIGON BLANC,12345,133050553,R STRONG SON SAUV BLANC CHARLT,8923344,BREAKSTONE COT CH(210),2,66.66666667,CARD TGIVING ANYONE,NA,NA,NA,NA,NA,NA,NA
4882523,22022,HARDWARE,BULB VINTAGE 40W T14,D3 ACE ELECTRICAL,136172,8937219,PURINA LITTLE BITES(8609),330064000,G.E. KING SIZE WHITE BREAD,16,88.88888889,G.E. KING SIZE WHITE BREAD,NA,NA,NA,NA,NA,NA,NA
4897289,22114,SEASONAL/PARTY/TOYS/CARDS,TRIM GIFT,E.D. TISSUE BOWS ACCESSORIES,123215,8999190,KING CRAB(240430),4828000,KR PHILA CRM CHS BRICK,4,100,KR PHILA CRM CHS BRICK,NA,NA,NA,NA,NA,NA,NA
4897375,22114,SEASONAL/PARTY/TOYS/CARDS,TRIM GIFT,E.D. TISSUE BOWS ACCESSORIES,12408,8999190,KING CRAB(240430),8920214,REDDI WIP CREAM 7 OZ.(8426),4,100,SPICE TIME BASIL LEAVES,NA,NA,NA,NA,NA,NA,NA
4901515,22155,BAKERY INGREDIENTS,DESIGNER PRINTS-GARDEN PARTY P,DECOPAC - INGREDIENTS,106625,8928758,BEECOLOGY CREAM(244562),1201529069,EARTHWISE REUSABLE BURLAP BAG,1,100,EARTHWISE REUSABLE BURLAP BAG,NA,NA,NA,NA,NA,NA,NA
4901533,22155,BAKERY INGREDIENTS,DESIGNER PRINTS-GARDEN PARTY P,DECOPAC - INGREDIENTS,108380,8928758,BEECOLOGY CREAM(244562),522320976,BADIA GROUND WHITE PEPPER,1,100,BADIA GROUND WHITE PEPPER,NA,NA,NA,NA,NA,NA,NA
4901587,22155,BAKERY INGREDIENTS,DESIGNER PRINTS-GARDEN PARTY P,DECOPAC - INGREDIENTS,108984,8928758,BEECOLOGY CREAM(244562),15032121,BRUMMEL BROWN SPRD BOWL,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
4906015,22181,BEER / WINE / ALCOHOL BEV.,SIERRA NEVADA HOP HUNTER 6PK,BEERS - SPECIALTY & MICRO,28942,8933060,L'OREAL REVITALIFT(218379),8926831,8OZ MUSHROOMS(11974),11,100,MARVEL AGE,NA,NA,NA,NA,NA,NA,NA
4939831,22332,VITAMINS,GAIA HERB BLACK ELDERBERRY 60C,HERBAL/MEDICINAL TEA,122491,1200711071,GAIA HERB BLACK ELDERBERRY 60C,155763441,BM SKIM PLASTIC 13884,2,100,BM SKIM PLASTIC 13884,NA,NA,NA,NA,NA,NA,NA
4939907,22332,VITAMINS,GAIA HERB BLACK ELDERBERRY 60C,HERBAL/MEDICINAL TEA,12306,1200711071,GAIA HERB BLACK ELDERBERRY 60C,8924494,LAND O LAKES BUTTER QUARTERS(4801),2,100,BLUE BONNETS FLORAL,NA,NA,NA,NA,NA,NA,NA
4978977,22652,AS SEEN ON TV & KAB,FLEX SEAL CLEAR,AS SEEN ON TV,113303,1201274656,FLEX SEAL CLEAR,1200217613,BABY CARROTS 2LB PEELED,3,100,BABY CARROTS 2LB PEELED,NA,NA,NA,NA,NA,NA,NA
4978986,22652,AS SEEN ON TV & KAB,FLEX SEAL CLEAR,AS SEEN ON TV,123215,1201274656,FLEX SEAL CLEAR,4828000,KR PHILA CRM CHS BRICK,3,100,KR PHILA CRM CHS BRICK,NA,NA,NA,NA,NA,NA,NA
4978992,22652,AS SEEN ON TV & KAB,FLEX SEAL CLEAR,AS SEEN ON TV,12382,1201274656,FLEX SEAL CLEAR,8921172,YOPLAIT YOGURT(11050),3,100,KWIK SUPER GLUE BRUSH ON CAP,NA,NA,NA,NA,NA,NA,NA
4991643,22744,BEER / WINE / ALCOHOL BEV.,9362B TWENTY GRAND,LIQUOR - CORDIALS,107,1201263029,9362B TWENTY GRAND,1201703274,5120M JIM BEAM APPLE 375ML,1,100,5120M JIM BEAM APPLE 375ML,NA,NA,NA,NA,NA,NA,NA
4991644,22744,BEER / WINE / ALCOHOL BEV.,9362B TWENTY GRAND,LIQUOR - CORDIALS,13779,1201263029,9362B TWENTY GRAND,8944271,%CORBETT CANYON(310241),1,100,BBQ SAUCE 16 OZ,NA,NA,NA,NA,NA,NA,NA
4991647,22744,BEER / WINE / ALCOHOL BEV.,9362B TWENTY GRAND,LIQUOR - CORDIALS,13969,1201263029,9362B TWENTY GRAND,8933838,SUTTER HOME 1.5LTR(179813),1,100,2926M EL TORO TEQUILA,NA,NA,NA,NA,NA,NA,NA
4991655,22744,BEER / WINE / ALCOHOL BEV.,9362B TWENTY GRAND,LIQUOR - CORDIALS,146757,1201263029,9362B TWENTY GRAND,1201332419,169D LORD CALVERT,1,100,169D LORD CALVERT,NA,NA,NA,NA,NA,NA,NA
4991946,22761,BEER / WINE / ALCOHOL BEV.,5222B JOHNNIE WALKER DBL BLK,LIQUOR - WHISKEY,157375,1201063408,5222B JOHNNIE WALKER DBL BLK,633847439,909B BLACK VELVET TRAVL,2,66.66666667,909B BLACK VELVET TRAVL,NA,NA,NA,NA,NA,NA,NA
5021504,22860,BEER / WINE / ALCOHOL BEV.,2055B CANADIAN CLUB CLASSIC,LIQUOR - WHISKEY,115397,1201116339,2055B CANADIAN CLUB CLASSIC,767462324,5054M JAGERMEISTER,1,50,5054M JAGERMEISTER,NA,NA,NA,NA,NA,NA,NA
5021505,22860,BEER / WINE / ALCOHOL BEV.,2055B CANADIAN CLUB CLASSIC,LIQUOR - WHISKEY,121674,1201116339,2055B CANADIAN CLUB CLASSIC,1200194266,3907M GREY GOOSE VODKA,1,50,3907M GREY GOOSE VODKA,NA,NA,NA,NA,NA,NA,NA
5021506,22860,BEER / WINE / ALCOHOL BEV.,2055B CANADIAN CLUB CLASSIC,LIQUOR - WHISKEY,137732,1201116339,2055B CANADIAN CLUB CLASSIC,632620000,113D KESSLERS WHISKEY,1,50,113D KESSLERS WHISKEY,NA,NA,NA,NA,NA,NA,NA
5022607,22886,BEER / WINE / ALCOHOL BEV.,JOEL GOTT CALIF CHARDONNAY,WINE - PREMIUM CHARDONNAY,12336,1200937286,JOEL GOTT CALIF CHARDONNAY,8922004,KR SOFT PHILA CRM CHS(12012),4,100,JOSE CUERVO LT BERRY MARGARITA,NA,NA,NA,NA,NA,NA,NA
5037963,22995,BEER / WINE / ALCOHOL BEV.,9232M TITO'S HANDMADE VODKA,LIQUOR - VODKA,101360,8939103,NEWPORT MEN SMTH SELECT CARTON(241064),1200095110,GIA RUSSA TOMATO PASTE,1,50,GIA RUSSA TOMATO PASTE,NA,NA,NA,NA,NA,NA,NA
5037975,22995,BEER / WINE / ALCOHOL BEV.,9232M TITO'S HANDMADE VODKA,LIQUOR - VODKA,16408,8939103,NEWPORT MEN SMTH SELECT CARTON(241064),8920944,NEW YORK GARLIC TOAST(11914),2,100,MISTER BEE BBQ,NA,NA,NA,NA,NA,NA,NA
5037983,22995,BEER / WINE / ALCOHOL BEV.,9232M TITO'S HANDMADE VODKA,LIQUOR - VODKA,20626,8939103,NEWPORT MEN SMTH SELECT CARTON(241064),8924483,BM PASTA SAUCE 24OZ(214748),2,100,CNTRY FRESH IC BROWN COW,NA,NA,NA,NA,NA,NA,NA
5056611,23072,PREPARED FOODS,STAR URN CLNING BRUSH,STARBUCKS MERCHANDISE,104364,8921459,NN LEGGINGS(241825),273680394,S PACZKI - 6 COUNT,2,100,S PACZKI - 6 COUNT,NA,NA,NA,NA,NA,NA,NA
5056623,23072,PREPARED FOODS,STAR URN CLNING BRUSH,STARBUCKS MERCHANDISE,12379,8921459,NN LEGGINGS(241825),8921005,ONIONS FM YELLOW 3 LB(204157),2,100,FUN LOOM,NA,NA,NA,NA,NA,NA,NA
5056627,23072,PREPARED FOODS,STAR URN CLNING BRUSH,STARBUCKS MERCHANDISE,12382,8921459,NN LEGGINGS(241825),8921172,YOPLAIT YOGURT(11050),2,100,KWIK SUPER GLUE BRUSH ON CAP,NA,NA,NA,NA,NA,NA,NA
5063181,23106,HOUSEHOLD,MR CLEAN PLUNGR/BRUSH SET,ALL KITCHEN SPONGES AND PADS,12382,1200924832,MR CLEAN PLUNGR/BRUSH SET,8921172,YOPLAIT YOGURT(11050),5,100,KWIK SUPER GLUE BRUSH ON CAP,NA,NA,NA,NA,NA,NA,NA
5063213,23106,HOUSEHOLD,MR CLEAN PLUNGR/BRUSH SET,ALL KITCHEN SPONGES AND PADS,12730,1200924832,MR CLEAN PLUNGR/BRUSH SET,8920104,BM TOMATOES 28-29 OZ(245556),5,100,GRAPE BLACK,NA,NA,NA,NA,NA,NA,NA
5064720,23128,SEASONAL/PARTY/TOYS/CARDS,STA STATIONERY,ALL OTHER STATIONERY,121789,8924791,ROC MULTI CORREX(214956),49636000,HORMEL CHILI NO BEAN,2,100,HORMEL CHILI NO BEAN,NA,NA,NA,NA,NA,NA,NA
5070550,23177,BEER / WINE / ALCOHOL BEV.,6748B OBAN SINGLE MALT SCOTCH,LIQUOR - SCOTCH,115493,149758741,6748B OBAN SINGLE MALT SCOTCH,580264000,501D MR BOSTON LIGHT,1,100,501D MR BOSTON LIGHT,NA,NA,NA,NA,NA,NA,NA
5070551,23177,BEER / WINE / ALCOHOL BEV.,6748B OBAN SINGLE MALT SCOTCH,LIQUOR - SCOTCH,119322,149758741,6748B OBAN SINGLE MALT SCOTCH,856841993,3709L GOLDSCHLAGER,1,100,3709L GOLDSCHLAGER,NA,NA,NA,NA,NA,NA,NA
5070554,23177,BEER / WINE / ALCOHOL BEV.,6748B OBAN SINGLE MALT SCOTCH,LIQUOR - SCOTCH,122970,149758741,6748B OBAN SINGLE MALT SCOTCH,586250162,BM SOUR CREAM,1,100,BM SOUR CREAM,NA,NA,NA,NA,NA,NA,NA
5070557,23177,BEER / WINE / ALCOHOL BEV.,6748B OBAN SINGLE MALT SCOTCH,LIQUOR - SCOTCH,124668,149758741,6748B OBAN SINGLE MALT SCOTCH,787431423,9652D WINDSOR CANADIAN WHISKEY,1,100,9652D WINDSOR CANADIAN WHISKEY,NA,NA,NA,NA,NA,NA,NA
5071746,23209,SEASONAL/PARTY/TOYS/CARDS,CRD EVERYDAY CARD,ALTERNATE BRAND EVERYDAY CARDS,612173,8933731,COPE POPULAR POUCHES/CAN FLVR(243381),null,Unclassified 000000094382,63,50.80645161,Unclassified 000000094382,NA,NA,NA,NA,NA,NA,NA
5071747,23209,SEASONAL/PARTY/TOYS/CARDS,CRD EVERYDAY CARD,ALTERNATE BRAND EVERYDAY CARDS,98666,8933731,COPE POPULAR POUCHES/CAN FLVR(243381),1200000168,UNITED WAY DONATION $5.00,65,52.41935484,UNITED WAY DONATION $5.00,NA,NA,NA,NA,NA,NA,NA
5071750,23209,SEASONAL/PARTY/TOYS/CARDS,CRD EVERYDAY CARD,ALTERNATE BRAND EVERYDAY CARDS,706895,8933731,COPE POPULAR POUCHES/CAN FLVR(243381),null,Unclassified 000000009439,60,48.38709677,Unclassified 000000009439,NA,NA,NA,NA,NA,NA,NA
5071752,23212,PREPARED FOODS,GOLD PEAK SWEET BLACK TEA,COLD DISPENSED BEVERAGE,706895,8921855,COPENHABMN MAINLINE CAN(252887),null,Unclassified 000000009439,142,51.07913669,Unclassified 000000009439,NA,NA,NA,NA,NA,NA,NA
5071753,23212,PREPARED FOODS,GOLD PEAK SWEET BLACK TEA,COLD DISPENSED BEVERAGE,98666,8921855,COPENHABMN MAINLINE CAN(252887),1200000168,UNITED WAY DONATION $5.00,146,52.51798561,UNITED WAY DONATION $5.00,NA,NA,NA,NA,NA,NA,NA
5071754,23212,PREPARED FOODS,GOLD PEAK SWEET BLACK TEA,COLD DISPENSED BEVERAGE,406158,8921855,COPENHABMN MAINLINE CAN(252887),1200000001,MONEY ORDER FEE,133,47.84172662,MONEY ORDER FEE,NA,NA,NA,NA,NA,NA,NA
5071755,23212,PREPARED FOODS,GOLD PEAK SWEET BLACK TEA,COLD DISPENSED BEVERAGE,612173,8921855,COPENHABMN MAINLINE CAN(252887),null,Unclassified 000000094382,146,52.51798561,Unclassified 000000094382,NA,NA,NA,NA,NA,NA,NA
5076512,23226,BEER / WINE / ALCOHOL BEV.,66L JACK DANIELS BLK,LIQUOR - WHISKEY,40612,504784000,66L JACK DANIELS BLK,9001473,CROWN ROYAL 750ML(285062),7,35,AUTO ROUND-UP,NA,NA,NA,NA,NA,NA,NA
5110353,23391,BEER / WINE / ALCOHOL BEV.,4041D HARWOOD CANADIAN,LIQUOR - WHISKEY,11235,507520000,4041D HARWOOD CANADIAN,1200768914,3074B FOUR ROSES SMALL BATCH,1,100,3074B FOUR ROSES SMALL BATCH,NA,NA,NA,NA,NA,NA,NA
5110354,23391,BEER / WINE / ALCOHOL BEV.,4041D HARWOOD CANADIAN,LIQUOR - WHISKEY,115397,507520000,4041D HARWOOD CANADIAN,767462324,5054M JAGERMEISTER,1,100,5054M JAGERMEISTER,NA,NA,NA,NA,NA,NA,NA
5110355,23391,BEER / WINE / ALCOHOL BEV.,4041D HARWOOD CANADIAN,LIQUOR - WHISKEY,20946,507520000,4041D HARWOOD CANADIAN,508072000,66B JACK DANIELS BLK,1,100,66B JACK DANIELS BLK,NA,NA,NA,NA,NA,NA,NA
5110356,23391,BEER / WINE / ALCOHOL BEV.,4041D HARWOOD CANADIAN,LIQUOR - WHISKEY,17757,507520000,4041D HARWOOD CANADIAN,8921404,PINNACLE 750ML(278761),1,100,B.V. MAR. CHERRIES,NA,NA,NA,NA,NA,NA,NA
5116841,23491,ENTERTAINMENT/VIDEO,SWINGERS CE,COMEDY VIDEOS-RATED R,123215,8927352,21/25 SHRMIP BM(245925),4828000,KR PHILA CRM CHS BRICK,2,100,KR PHILA CRM CHS BRICK,NA,NA,NA,NA,NA,NA,NA
5116868,23491,ENTERTAINMENT/VIDEO,SWINGERS CE,COMEDY VIDEOS-RATED R,12367,8927352,21/25 SHRMIP BM(245925),8934067,PILLSBURY GRANDS BISCUITS(2091),2,100,BOTANIC CHOICE VITAMIN E 400,NA,NA,NA,NA,NA,NA,NA
5116874,23491,ENTERTAINMENT/VIDEO,SWINGERS CE,COMEDY VIDEOS-RATED R,12379,8927352,21/25 SHRMIP BM(245925),8921005,ONIONS FM YELLOW 3 LB(204157),2,100,FUN LOOM,NA,NA,NA,NA,NA,NA,NA
5139746,23603,HOUSEWARES,PYREX 4QT OBLONG,KITCHEN GADGETS-A,108632,1201508744,PYREX 4QT OBLONG,1201226211,BM WHOLE MILK RICOTTA CHS,2,100,BM WHOLE MILK RICOTTA CHS,NA,NA,NA,NA,NA,NA,NA
