ITEM_NAME,ITEM_CODE,A1_ITEM_CODE,Retailer Item Code,Description,A1_RET_ITEM_CODE,A1 Item Description,Visits(Base Item and A1 Purchased)#,Visits(Base Item and A1 Purchased)%,A1_ITEM_NAME,TITLE
RKN HI RISE VOLUME COND 8.5 OZ,687852,113303,1202120626,RKN HI RISE VOLUME COND 8.5 OZ,1200217613,BABY CARROTS 2LB PEELED,1,100,BABY CARROTS 2LB PEELED,
RKN QUICK DRY #18 H/S 9.8OZ,687853,112418,1202120628,RKN QUICK DRY #18 H/S 9.8OZ,1200867328,OXI CLEAN MAX FORCE GEL STICK,1,100,OXI CLEAN MAX FORCE GEL STICK,
RL 1 QT COLANDER WHITE,0,0,8934370,PAPER PRODUCTS,1200656349,SPORTS,1,100,LIME 2 LB,
RL 1 QT COLANDER WHITE,28158,113303,8934370,MD CAB WHOLE FILET(314341),1200217613,BABY CARROTS 2LB PEELED,1,100,BABY CARROTS 2LB PEELED,
RL 1 QT COLANDER WHITE,28158,108508,8934370,MD CAB WHOLE FILET(314341),637489091,LOCATELLI PECORINO ROMANO-CD,1,100,LOCATELLI PECORINO ROMANO-CD,
RL 1 QT COLANDER WHITE,28158,100803,8934370,MD CAB WHOLE FILET(314341),1200656349,LIME 2 LB,1,100,LIME 2 LB,
RL 1 QT COLANDER WHITE,28158,104364,8934370,MD CAB WHOLE FILET(314341),273680394,S PACZKI - 6 COUNT,1,100,S PACZKI - 6 COUNT,
RODNEY STRONG SONOMA CHARD,107802,15728,187561459,RODNEY STRONG SONOMA CHARD,8933741,BAREFOOT CELL 1.5 LT(182833),25,69.44444444,10 LICENSED PLAYBALLS,Rodney Strong Chardonnay White Wine
RMML LST FNSH KATE 030,40744,24503,9000977,TRAVERSE CITY WHISKEY CHERRY(322003),8927377,DARK HORSE 750 ML(263802),1,100,STONED GORUND MULTI GRAIN,
RND RED GRAPE GLS 3AST 3.5X7.2,0,0,1202123535,PREGNANCY TEST KITS,1201626126,PRETZELS,1,100,BIC FLEX 5 RAZOR,
RND RED GRAPE GLS 3AST 3.5X7.2,0,0,1202123535,PREGNANCY TEST KITS,1201626126,SPECIALTY & HARDBOND BOOKS,1,100,BIC FLEX 5 RAZOR,
RND RED GRAPE GLS 3AST 3.5X7.2,0,0,1202123535,PREGNANCY TEST KITS,1201626126,WATER,1,100,BIC FLEX 5 RAZOR,
RND RED GRAPE GLS 3AST 3.5X7.2,689514,105440,1202123535,RND RED GRAPE GLS 3AST 3.5X7.2,1201328204,DEAN 4% PINEAP COT CHS 53962,1,100,DEAN 4% PINEAP COT CHS 53962,
RND RED GRAPE GLS 3AST 3.5X7.2,689514,104364,1202123535,RND RED GRAPE GLS 3AST 3.5X7.2,273680394,S PACZKI - 6 COUNT,1,100,S PACZKI - 6 COUNT,
RND RED GRAPE GLS 3AST 3.5X7.2,689514,11124,1202123535,RND RED GRAPE GLS 3AST 3.5X7.2,232484251,DR.BROWNS DIET CREAM SODA/CANS,1,100,DR.BROWNS DIET CREAM SODA/CANS,
RND RED GRAPE GLS 3AST 3.5X7.2,689514,105778,1202123535,RND RED GRAPE GLS 3AST 3.5X7.2,1201626126,BIC FLEX 5 RAZOR,1,100,BIC FLEX 5 RAZOR,
RND ROSE GOLD VSE 3.75X8.5,0,0,1202260998,WINE - OTHER RED WINES,15032121,GRAB & GO,1,100,BRUMMEL BROWN SPRD BOWL,
RND ROSE GOLD VSE 3.75X8.5,0,0,1202260998,HOSIERY,526000070,MARKET DISTRICT GEN. MERCH-A,1,100,CHICKN GE 806 SPLIT BREAST USA,
RND ROSE GOLD VSE 3.75X8.5,805878,108282,1202260998,RND ROSE GOLD VSE 3.75X8.5,1201388763,MAMA PIA'S HOMESTYLE PASTA SCE,1,100,MAMA PIA'S HOMESTYLE PASTA SCE,
RND ROSE GOLD VSE 3.75X8.5,805878,108476,1202260998,RND ROSE GOLD VSE 3.75X8.5,376653863,PLAY CARD BICYCLE,1,100,PLAY CARD BICYCLE,
RND ROSE GOLD VSE 3.75X8.5,805878,103312,1202260998,RND ROSE GOLD VSE 3.75X8.5,526000070,CHICKN GE 806 SPLIT BREAST USA,1,100,CHICKN GE 806 SPLIT BREAST USA,
RND ROSE GOLD VSE 3.75X8.5,805878,108984,1202260998,RND ROSE GOLD VSE 3.75X8.5,15032121,BRUMMEL BROWN SPRD BOWL,1,100,BRUMMEL BROWN SPRD BOWL,
RND X-CLR 1DZ GLS VS 7.5X10.2,960236,107439,1202591849,RND X-CLR 1DZ GLS VS 7.5X10.2,1201092709,RIVER WHITE MEDIUM GRAIN RICE,1,100,RIVER WHITE MEDIUM GRAIN RICE,
RND X-CLR 1DZ GLS VS 7.5X10.2,960236,103089,1202591849,RND X-CLR 1DZ GLS VS 7.5X10.2,267146739,F.EXPRESS: HEARTS OF ROMAINE,1,100,F.EXPRESS: HEARTS OF ROMAINE,
RND X-CLR 1DZ GLS VS 7.5X10.2,960236,112490,1202591849,RND X-CLR 1DZ GLS VS 7.5X10.2,1200066169,BEEF LN CAB FILET MIGNON TIPS,1,100,BEEF LN CAB FILET MIGNON TIPS,
ROAD POWER BOOSTER CABLE,468782,12408,1201744231,ROAD POWER BOOSTER CABLE,8920214,REDDI WIP CREAM 7 OZ.(8426),2,100,SPICE TIME BASIL LEAVES,
ROASTED TURKEY DINNER,669881,12313,1202091401,ROASTED TURKEY DINNER,8925298,OM REG LUNCHABLES(9985),2,100,SNYDERS YORK PEPPERMINT PRETZE,
ROASTING RACK TURKEY,873125,123215,1202477559,ROASTING RACK TURKEY,4828000,KR PHILA CRM CHS BRICK,2,100,KR PHILA CRM CHS BRICK,
ROASTING RACK TURKEY,873125,122970,1202477559,ROASTING RACK TURKEY,586250162,BM SOUR CREAM,2,100,BM SOUR CREAM,
ROBERT HALL CABERNET,875877,113303,1202392145,ROBERT HALL CABERNET,1200217613,BABY CARROTS 2LB PEELED,2,100,BABY CARROTS 2LB PEELED,
ROC RET COR EXDEEP WRINKL SERU,0,0,1202584618,NATURAL BEEF,273680394,FATHERS DAY CARDS,2,100,S PACZKI - 6 COUNT,
RODNEY STRONG SONOMA CHARD,107802,14693,187561459,RODNEY STRONG SONOMA CHARD,8935531,SAMUEL ADAMS BEER(10062),19,52.77777778,MUG MAY THE SUN,Rodney Strong Chardonnay White Wine
ROSCATO ROSSO DOLCE,55775,15576,1201028273,ROSCATO ROSSO DOLCE,8925658,8 PIECE(214334),31,50,LOREAL KIDS CARN BRY RND SHMPO,Roscato Rosso Dolce Red Wine
ROCCA ROCCATO,33941,40323,8939514,SUPERIOR TOUCH SEASONING(330059),9000353,BM EGGS LARBM 18CT(369393),107,82.94573643,STFD CHICKEN CORDON BLEU,
ROCKO BROWN,39622,123215,8920776,GREAT DIVIDE 19.2OZ CAN(361290),4828000,KR PHILA CRM CHS BRICK,1,100,KR PHILA CRM CHS BRICK,
ROCKSTAR PURE ZERO SLVR ICE,0,0,8938129,ING CAKE - LAYER/SHEET/CUPCAKE,1201622940,WINE - OTHER RED WINES,1,100,BM MALT VINEGAR,
ROCKSTAR PURE ZERO SLVR ICE,0,0,8938129,INK JET CARTRIDGES,1201622940,WINE - ZINFANDEL,1,100,BM MALT VINEGAR,
ROCKSTAR PURE ZERO SLVR ICE,32167,101881,8938129,TRUE MATCH LUMI GLOTION(325468),391377692,B&L PORT WINE CHEESE CUP,1,100,B&L PORT WINE CHEESE CUP,
ROCKSTAR PURE ZERO SLVR ICE,32167,105118,8938129,TRUE MATCH LUMI GLOTION(325468),1200455526,GM CHEERIOS,1,100,GM CHEERIOS,
ROCKSTAR PURE ZERO SLVR ICE,32167,103386,8938129,TRUE MATCH LUMI GLOTION(325468),1201622940,BM MALT VINEGAR,1,100,BM MALT VINEGAR,
ROCKSTAR PURE ZERO SLVR ICE,32167,10207,8938129,TRUE MATCH LUMI GLOTION(325468),1202438308,BRAIDED STRUDEL MIXED BERY 4CT,1,100,BRAIDED STRUDEL MIXED BERY 4CT,
ROCMULTICORREXION5IN1EYECREAM,0,0,1202585192,OMEGA / FATTY ACIDS,1201045148,HOUSE HOLD ACCESSORIES,1,100,VEGENAISE ORGINAL,
ROCMULTICORREXION5IN1EYECREAM,0,0,1202585192,OMEGA / FATTY ACIDS,1201045148,WINE - PREMIUM CHARDONNAY,1,100,VEGENAISE ORGINAL,
ROCMULTICORREXION5IN1EYECREAM,955187,104413,1202585192,ROCMULTICORREXION5IN1EYECREAM,1201045148,VEGENAISE ORGINAL,1,100,VEGENAISE ORGINAL,
ROCMULTICORREXION5IN1EYECREAM,955187,110910,1202585192,ROCMULTICORREXION5IN1EYECREAM,1201703626,MILK BONE SM/MED SNACKS 7LB,1,100,MILK BONE SM/MED SNACKS 7LB,
ROCMULTICORREXION5IN1EYECREAM,955187,104364,1202585192,ROCMULTICORREXION5IN1EYECREAM,273680394,S PACZKI - 6 COUNT,1,100,S PACZKI - 6 COUNT,
RODNEY STRONG ALEX VALLEY CAB,68010,12313,1200238793,RODNEY STRONG ALEX VALLEY CAB,8925298,OM REG LUNCHABLES(9985),1,50,SNYDERS YORK PEPPERMINT PRETZE,
ROSCATO ROSSO DOLCE,55775,21049,1201028273,ROSCATO ROSSO DOLCE,8926075,ROTISSERIE CHICKEN(219219),32,51.61290323,BC SCOOBY-DOO FRUIT SNACKS,Roscato Rosso Dolce Red Wine
SAR BREAK-UP CHOCOLATE,34311,12892,571732000,SAR BREAK-UP CHOCOLATE,8926516,CAMPBELLS CONDENSED SOUPS(579),10,83.33333333,ALLE GROUND BEEF 80% LEAN,Sarris Candies Break up Milk Chocolate - 1 Lb
RODNEY STRONG SONOMA CHARD,808540,116229,1201926254,RODNEY STRONG SONOMA CHARD,1201116875,BM PURIFIED WATER 20 OZ,1,100,BM PURIFIED WATER 20 OZ,
RODNEY STRONG SONOMA MERLOT,7528,13087,72298244,RODNEY STRONG SONOMA MERLOT,8924256,BC SPECIALTY POTATOES(6577),3,100,DEEP RIVER MESQUITE BBQ,
RODNEY STRONG SONOMA RSV CAB,56055,15728,1201637066,RODNEY STRONG SONOMA RSV CAB,8933741,BAREFOOT CELL 1.5 LT(182833),3,100,10 LICENSED PLAYBALLS,
ROEDERER AV BRUT,0,0,841777654,GOURMET SIDES & SALADS,267146739,SMOKEHOUSE,1,100,F.EXPRESS: HEARTS OF ROMAINE,
ROEDERER AV BRUT,17743,12408,841777654,ROEDERER AV BRUT,8920214,REDDI WIP CREAM 7 OZ.(8426),1,100,SPICE TIME BASIL LEAVES,
ROEDERER AV BRUT,17743,103089,841777654,ROEDERER AV BRUT,267146739,F.EXPRESS: HEARTS OF ROMAINE,1,100,F.EXPRESS: HEARTS OF ROMAINE,
ROGAINE FOR MEN FOAM 3PK,311240,12414,1201262096,ROGAINE FOR MEN FOAM 3PK,8924751,LAND O LAKES 1/2 & 1/2 32 OZ.(14729),2,100,MARLEY GREEN TEA WITH HONEY,
ROGAINE FOR MEN FOAM 3PK,311240,123215,1201262096,ROGAINE FOR MEN FOAM 3PK,4828000,KR PHILA CRM CHS BRICK,2,100,KR PHILA CRM CHS BRICK,
ROGAINE FOR WMN  FOAM 2CT,318246,104364,1201438366,ROGAINE FOR WMN  FOAM 2CT,273680394,S PACZKI - 6 COUNT,1,100,S PACZKI - 6 COUNT,
ROGAINE FOR WMN  FOAM 2CT,318246,115046,1201438366,ROGAINE FOR WMN  FOAM 2CT,597000934,POT YUKON GOLD 5 LB,1,100,POT YUKON GOLD 5 LB,
ROGAINE FOR WMN  FOAM 2CT,318246,116538,1201438366,ROGAINE FOR WMN  FOAM 2CT,28458496,HILL BRICK CREAM CHEESE,1,100,HILL BRICK CREAM CHEESE,
ROHTO DRY EYE RELIEF SINGLE,643510,121803,1202056883,ROHTO DRY EYE RELIEF SINGLE,349049626,BM OLIVE SLICED RIPE,2,100,BM OLIVE SLICED RIPE,
ROMBAUER CHARDONNAY CARNEROS,43433,123215,1200974962,ROMBAUER CHARDONNAY CARNEROS,4828000,KR PHILA CRM CHS BRICK,2,100,KR PHILA CRM CHS BRICK,
ROMOLO TRUFFLES,0,0,1201115381,PROFESSIONAL STYLING,157000774,WINE - IMPORTS,1,100,ONION WHITE 12/2 LB,
ROMOLO TRUFFLES,0,0,1201115381,WINE - OTHER WHITE,1200036727,VITAMINS-SINGLE LETTERS,1,100,CHOPPED TURNIP GREENS,
ROMOLO TRUFFLES,0,0,1201115381,CITRUS:BAGGED,2404000,COSMETICS & COTTON,1,100,PARKAY QTRS,
ROMOLO TRUFFLES,0,0,1201115381,COSMETICS & COTTON,2404000,ENHANCERS,1,100,PARKAY QTRS,
ROMOLO TRUFFLES,0,0,1201115381,COSMETICS & COTTON,2404000,SMOKING CESSATION,1,100,PARKAY QTRS,
ROMOLO TRUFFLES,0,0,1201115381,PROFESSIONAL STYLING,157000774,NAIL REVLON PRODUCTS,1,100,ONION WHITE 12/2 LB,
ROMOLO TRUFFLES,0,0,1201115381,PROFESSIONAL STYLING,157000774,NON ALCOHOLICS - BEER,1,100,ONION WHITE 12/2 LB,
ROMOLO TRUFFLES,0,0,1201115381,AS SEEN ON TV,2404000,ANGUS BEEF ROUNDS,1,100,PARKAY QTRS,
ROMOLO TRUFFLES,0,0,1201115381,AS SEEN ON TV,2404000,WATER,1,100,PARKAY QTRS,
ROMOLO TRUFFLES,365617,106045,1201115381,ROMOLO TRUFFLES,157000774,ONION WHITE 12/2 LB,1,100,ONION WHITE 12/2 LB,
ROMOLO TRUFFLES,365617,100704,1201115381,ROMOLO TRUFFLES,2404000,PARKAY QTRS,1,100,PARKAY QTRS,
ROMOLO TRUFFLES,365617,105118,1201115381,ROMOLO TRUFFLES,1200455526,GM CHEERIOS,1,100,GM CHEERIOS,
ROMOLO TRUFFLES,365617,109047,1201115381,ROMOLO TRUFFLES,1200036727,CHOPPED TURNIP GREENS,1,100,CHOPPED TURNIP GREENS,
ROOT 1 CARMENERE,204738,107163,1200747214,ROOT 1 CARMENERE,156126627,SOCIETE BEE ROQUEFORT-CD,1,100,SOCIETE BEE ROQUEFORT-CD,
ROOT 1 CARMENERE,204738,11343,1200747214,ROOT 1 CARMENERE,1201326611,BAI 5 COSTA RICA CLEMENTINE,1,100,BAI 5 COSTA RICA CLEMENTINE,
ROOT 1 CARMENERE,204738,113303,1200747214,ROOT 1 CARMENERE,1200217613,BABY CARROTS 2LB PEELED,1,100,BABY CARROTS 2LB PEELED,
ROSA REGALE BRACHETTO,130834,12892,759424000,ROSA REGALE BRACHETTO,8926516,CAMPBELLS CONDENSED SOUPS(579),3,100,ALLE GROUND BEEF 80% LEAN,
SARRIS CARAMELS,3204,100803,150763270,SARRIS CARAMELS,1200656349,LIME 2 LB,1,100,LIME 2 LB,"Sarris Candies' Caramels Box Offers Candies That Are Formulated for a Satisfying Taste in Every Bite. Subtle Aromas of Butterscotch, Vanilla, and"
SARRIS CARAMELS,3204,110661,150763270,SARRIS CARAMELS,1200585249,PIZZA 3 + TOPPINGS,1,100,PIZZA 3 + TOPPINGS,"Sarris Candies' Caramels Box Offers Candies That Are Formulated for a Satisfying Taste in Every Bite. Subtle Aromas of Butterscotch, Vanilla, and"
ROSES HEARTS CONTAINER,19955,98666,8923019,BM LM PACKS(205467),1200000168,UNITED WAY DONATION $5.00,134,40.85365854,UNITED WAY DONATION $5.00,
ROSES HEARTS CONTAINER,19955,612173,8923019,BM LM PACKS(205467),null,Unclassified 000000094382,132,40.24390244,Unclassified 000000094382,
SARRIS CARAMELS,3204,103089,150763270,SARRIS CARAMELS,267146739,F.EXPRESS: HEARTS OF ROMAINE,1,100,F.EXPRESS: HEARTS OF ROMAINE,"Sarris Candies' Caramels Box Offers Candies That Are Formulated for a Satisfying Taste in Every Bite. Subtle Aromas of Butterscotch, Vanilla, and"
RSK JEL FX 5.3OZ,0,0,1202125051,WOMENS SHAVING- ELECTRIC RAZOR,1200044480,ANGUS BEEF ROUNDS,1,100,FE SCALED MEAT,
RSK JEL FX 5.3OZ,690821,110962,1202125051,RSK JEL FX 5.3OZ,1201203313,ES SWEET KALE SALAD,1,100,ES SWEET KALE SALAD,
RSK JEL FX 5.3OZ,690821,106045,1202125051,RSK JEL FX 5.3OZ,157000774,ONION WHITE 12/2 LB,1,100,ONION WHITE 12/2 LB,
RSK JEL FX 5.3OZ,690821,110446,1202125051,RSK JEL FX 5.3OZ,1200044480,FE SCALED MEAT,1,100,FE SCALED MEAT,
RSK SEN CALM SHP & COND LTR,0,0,1202120622,OMEGA / FATTY ACIDS,1201045148,GRAPES BLACK,1,100,VEGENAISE ORGINAL,
RSK SEN CALM SHP & COND LTR,0,0,1202120622,OMEGA / FATTY ACIDS,1201045148,MARKET DISTRICT GRB&GO GOURMET,1,100,VEGENAISE ORGINAL,
RSK SEN CALM SHP & COND LTR,0,0,1202120622,OMEGA / FATTY ACIDS,1201045148,POTATOES PREMIUM,1,100,VEGENAISE ORGINAL,
RSK SEN CALM SHP & COND LTR,686862,103347,1202120622,RSK SEN CALM SHP & COND LTR,1201727954,FRNCH SPICY BROWN DELI MUSTARD,1,100,FRNCH SPICY BROWN DELI MUSTARD,
RSK SEN CALM SHP & COND LTR,686862,104364,1202120622,RSK SEN CALM SHP & COND LTR,273680394,S PACZKI - 6 COUNT,1,100,S PACZKI - 6 COUNT,
RSK SEN CALM SHP & COND LTR,686862,104413,1202120622,RSK SEN CALM SHP & COND LTR,1201045148,VEGENAISE ORGINAL,1,100,VEGENAISE ORGINAL,
RSK W8LESS PLUS X-STR H/S 10OZ,689732,123215,1202124210,RSK W8LESS PLUS X-STR H/S 10OZ,4828000,KR PHILA CRM CHS BRICK,3,100,KR PHILA CRM CHS BRICK,
RSK W8LESS STRONG H/S 10OZ,690824,115046,1202125062,RSK W8LESS STRONG H/S 10OZ,597000934,POT YUKON GOLD 5 LB,2,100,POT YUKON GOLD 5 LB,
RSK W8LESS STRONG H/S 10OZ,690824,12413,1202125062,RSK W8LESS STRONG H/S 10OZ,8921637,CAULIFLOWER(6706),2,100,SB KCUP HOT CHOC 12CT,
RUFFINA RISERVA DUCAL CHIANTI,1073,28461,1200427144,RUFFINA RISERVA DUCAL CHIANTI,8934902,SINGLE DONUTS(316017),2,100,MD CRISPY CURRY CHICKEN MK,
RUFFINA RISERVA DUCAL CHIANTI,1073,32864,1200427144,RUFFINA RISERVA DUCAL CHIANTI,9000616,BEST MARKETS BACON 1LB(30049),2,100,SB SS COLD CUP 16 OZ,
RUFFINO CHIANTI,195477,14693,1200244113,RUFFINO CHIANTI,8935531,SAMUEL ADAMS BEER(10062),9,56.25,MUG MAY THE SUN,
RUFFINO LUMINA PINOT GRIGIO,0,0,1201150411,HEALTHY SNACKS,526000070,KOSHER ITEMS,1,100,CHICKN GE 806 SPLIT BREAST USA,
RUFFINO LUMINA PINOT GRIGIO,13167,15728,1200248039,RUFFINO LUMINA PINOT GRIGIO,8933741,BAREFOOT CELL 1.5 LT(182833),11,57.89473684,10 LICENSED PLAYBALLS,
RUFFINO LUMINA PINOT GRIGIO,81727,103386,1201150411,RUFFINO LUMINA PINOT GRIGIO,1201622940,BM MALT VINEGAR,1,100,BM MALT VINEGAR,
RUFFINO LUMINA PINOT GRIGIO,81727,107838,1201150411,RUFFINO LUMINA PINOT GRIGIO,332000349,GRANDMA'S COLE SLAW,1,100,GRANDMA'S COLE SLAW,
RUFFINO LUMINA PINOT GRIGIO,81727,103312,1201150411,RUFFINO LUMINA PINOT GRIGIO,526000070,CHICKN GE 806 SPLIT BREAST USA,1,100,CHICKN GE 806 SPLIT BREAST USA,
RUFFINO LUMINA PINOT GRIGIO,81727,10207,1201150411,RUFFINO LUMINA PINOT GRIGIO,1202438308,BRAIDED STRUDEL MIXED BERY 4CT,1,100,BRAIDED STRUDEL MIXED BERY 4CT,
RUFFINO MODUS,93990,12669,1200491680,RUFFINO MODUS,9002257,JELLO PUDDING REG/INSTANT(13275),1,100,ELF,
RUFFINO MODUS,93990,12666,1200491680,RUFFINO MODUS,8924600,JELLO 3 OZ.(10197),1,100,MB GREAT LASH MASCARA CLEAR,
RUFFINO PROSECCO,69547,15576,1201023390,RUFFINO PROSECCO,8925658,8 PIECE(214334),6,60,LOREAL KIDS CARN BRY RND SHMPO,
RUFFINO SPARKLING ROSE,515545,15536,1201775710,RUFFINO SPARKLING ROSE,8920597,ONIONS: GREEN(14203),3,100,KUHNE DRESSING YOGURT AND DILL,
RUFFINO SPARKLING ROSE 3PK,780732,122857,1202133540,RUFFINO SPARKLING ROSE 3PK,1201247307,BING BLACK,1,100,BING BLACK,
RUFFLES ORIGINAL 429,32652,40323,8938619,ABRUZZI'S PEPPERS IN OIL(327183),9000353,BM EGGS LARBM 18CT(369393),128,87.67123288,STFD CHICKEN CORDON BLEU,
RUMCHATA HOLIDAY VAP,0,0,1202582990,SWITZERLAND CHEESES,1201212922,PRETZELS,1,100,SWEETARTS THEATER,
RUMCHATA HOLIDAY VAP,0,0,1202582990,TAPES AND ADHESIVES-A,1201212922,POTATOES PREMIUM,1,100,SWEETARTS THEATER,
RUMCHATA HOLIDAY VAP,0,0,1202582990,TEA - SWEETENED,1201212922,FRUIT SNACKS,1,100,SWEETARTS THEATER,
RUMCHATA HOLIDAY VAP,0,0,1202582990,TEA - SWEETENED,1201212922,MARKET DISTRICT ASIAN,1,100,SWEETARTS THEATER,
RUMCHATA HOLIDAY VAP,0,0,1202582990,TEA BAGS,1201212922,COMIC BOOKS,1,100,SWEETARTS THEATER,
RUMCHATA HOLIDAY VAP,0,0,1202582990,CULTURED DAIRY,1200656349,WORLD WIDE FOODS,1,100,LIME 2 LB,
RUMCHATA HOLIDAY VAP,0,0,1202582990,DELI,1200656349,SKIN CARE,1,100,LIME 2 LB,
RUMCHATA HOLIDAY VAP,0,0,1202582990,FLORAL NON-RESALE,1200656349,HERBS/SPICES/SPROUTS,1,100,LIME 2 LB,
RUMCHATA HOLIDAY VAP,0,0,1202582990,FRESH CUT STEMS,1200656349,BEEF,1,100,LIME 2 LB,
RUMCHATA HOLIDAY VAP,0,0,1202582990,AUTO FLUIDS-A,1200656349,MARKET DISTRICT GREETING CARDS,1,100,LIME 2 LB,
RUMCHATA HOLIDAY VAP,953626,108145,1202582990,RUMCHATA HOLIDAY VAP,1201212922,SWEETARTS THEATER,1,100,SWEETARTS THEATER,
RUMCHATA HOLIDAY VAP,953626,116108,1202582990,RUMCHATA HOLIDAY VAP,1200009862,DASANI .5 LT 24 PK,1,100,DASANI .5 LT 24 PK,
RUMCHATA HOLIDAY VAP,953626,100803,1202582990,RUMCHATA HOLIDAY VAP,1200656349,LIME 2 LB,1,100,LIME 2 LB,
RUMCHATA LIMON,909580,104335,1202517458,RUMCHATA LIMON,932961886,STARFRUIT 25 USA,1,100,STARFRUIT 25 USA,
RUMCHATA LIMON,909580,12340,1202517458,RUMCHATA LIMON,8927242,KR SOFT CREAM CHEESE 12 0Z(43314),1,100,TRIDENT ORIGINAL VALU PK,
RUN RIOT PINOT NOIR,468446,15576,1201743326,RUN RIOT PINOT NOIR,8925658,8 PIECE(214334),4,100,LOREAL KIDS CARN BRY RND SHMPO,
RUN RIOT PINOT NOIR,468446,14693,1201743326,RUN RIOT PINOT NOIR,8935531,SAMUEL ADAMS BEER(10062),3,75,MUG MAY THE SUN,
RUSTY RAIL HIGH END SNL 6PK NR,708247,12290,1202143067,RUSTY RAIL HIGH END SNL 6PK NR,8933817,YELLOWTAIL 1.5 LTR(154381),4,100,ORG ORANGE 4LB,
RUSTY RAIL HIGH END SNL 6PK NR,708247,28461,1202143067,RUSTY RAIL HIGH END SNL 6PK NR,8934902,SINGLE DONUTS(316017),4,100,MD CRISPY CURRY CHICKEN MK,
RUSTY RAIL HIGH END SNL 6PK NR,708247,13616,1202143067,RUSTY RAIL HIGH END SNL 6PK NR,8923250,BLUE MOON 6 PK NR(287229),3,75,PUMPKIN,
RUTHERFORD HILL CABERNET,49717,15603,1201029617,RUTHERFORD HILL CABERNET,8938096,CORONA 12PK CANS & BOTTLES(297551),2,100,FLOATING WICK,
RX OTC,293952,434178,1200040759,RX OTC,1200000122,NON ST ZERO COPAY (.01),167,72.92576419,NON ST ZERO COPAY (.01),
RX OTC,293952,205532,1200040759,RX OTC,1201279527,STATE FUNDED RX COPAY-FP ELIG*,173,75.54585153,STATE FUNDED RX COPAY-FP ELIG*,
RX OTC,293952,388439,1200040759,RX OTC,1200000164,NON STATE FUND RX,176,76.8558952,NON STATE FUND RX,
RX OTC,293952,258832,1200040759,RX OTC,1200000124,ST FUND ZERO COPAY,172,75.10917031,ST FUND ZERO COPAY,
S/4 GLASS CANISTER COPPER,946464,17451,1202575258,S/4 GLASS CANISTER COPPER,8931948,OREO-NABISCO(219706),3,100,SATAY SPECIAL,
SAFE AND HEALTHY UV LIGHT,0,0,1202568781,TRADING CARDS-A1,367000838,HORROR VIDEOS,1,100,100% HAM SALAD,
SAFE AND HEALTHY UV LIGHT,0,0,1202568781,CANDY,2404000,HAIR CARE,1,100,PARKAY QTRS,
SAFE AND HEALTHY UV LIGHT,0,0,1202568781,CANDY,2404000,SNACKS,1,100,PARKAY QTRS,
SAFE AND HEALTHY UV LIGHT,0,0,1202568781,CBD PRODUCTS,2404000,BEEF,1,100,PARKAY QTRS,
SAFE AND HEALTHY UV LIGHT,0,0,1202568781,CEREALS,2404000,COSMETICS & COTTON,1,100,PARKAY QTRS,
SAFE AND HEALTHY UV LIGHT,0,0,1202568781,CEREALS,2404000,HERBS/SPICES/SPROUTS,1,100,PARKAY QTRS,
SAFE AND HEALTHY UV LIGHT,0,0,1202568781,CEREALS,2404000,MILK FRESH,1,100,PARKAY QTRS,
SAFE AND HEALTHY UV LIGHT,0,0,1202568781,ANTI-FUNGAL,2404000,VITAMINS-SINGLE LETTERS,1,100,PARKAY QTRS,
SAFE AND HEALTHY UV LIGHT,942249,100704,1202568781,SAFE AND HEALTHY UV LIGHT,2404000,PARKAY QTRS,1,100,PARKAY QTRS,
SAFE AND HEALTHY UV LIGHT,942249,108373,1202568781,SAFE AND HEALTHY UV LIGHT,367000838,100% HAM SALAD,1,100,100% HAM SALAD,
SAFE AND HEALTHY UV LIGHT,942249,103312,1202568781,SAFE AND HEALTHY UV LIGHT,526000070,CHICKN GE 806 SPLIT BREAST USA,1,100,CHICKN GE 806 SPLIT BREAST USA,
SAFFRAN HALF GRAM,27055,12413,1201045157,SAFFRAN HALF GRAM,8921637,CAULIFLOWER(6706),5,100,SB KCUP HOT CHOC 12CT,
SAINTSBURY CHARDONNAY CAMEROS,916811,24503,1202528261,SAINTSBURY CHARDONNAY CAMEROS,8927377,DARK HORSE 750 ML(263802),3,100,STONED GORUND MULTI GRAIN,
SALMON CAKES,17957,40323,8944828,SNUGGLE LIQUID 40Z(14632),9000353,BM EGGS LARBM 18CT(369393),161,85.18518519,STFD CHICKEN CORDON BLEU,
SARRIS CREAM ASSORTED,24116,12900,9001548,NUK ORTHO BOTTLE(265414),8934636,FANCY FEAST WET CAT FOOD(6335),1,100,PINN PENGUINS YOUTH KNIT CAP,Sarris Candies' Milk Chocolate Assorted Creams Box Shows That Variety Is the Spice of Life. You'll Never Know What You're Going to Get Wit
SAMICHLAUS HELLES 11.2OZ NR,22507,28493,8921656,CG STAY FAB LIQUID MAKEUP(236372),8934926,ITALIAN BREAD(316129),18,90,UTZ CHOC COVERED PRETZELS,
SAMPLER COLLECTION,12526,98666,8923225,COPENHABMN MAINLINE(288621),1200000168,UNITED WAY DONATION $5.00,52,61.17647059,UNITED WAY DONATION $5.00,
SAMPLER COLLECTION,12526,706895,8923225,COPENHABMN MAINLINE(288621),null,Unclassified 000000009439,51,60,Unclassified 000000009439,
